% continuousInputs: false
% addNoisyOutputs: true
% numNoisyOutputColumns: 3
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE noise1 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise2 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE noise3 {n1, n2, n3, n4, n5, n6, n7, n8, n9, n10, n11, n12, n13, n14, n15, n16}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
b, c, a, n15, n3, n10, l, q, m
c, b, c, n4, n14, n5, j, e, j
c, b, c, n15, n4, n2, j, e, j
b, a, c, n6, n11, n5, q, i, r
a, a, a, n8, n2, n10, l, q, h
a, a, a, n4, n9, n14, l, q, h
b, c, a, n3, n1, n14, l, q, m
b, b, b, n10, n6, n1, r, l, i
a, d, a, n8, n13, n3, l, j, q
b, b, b, n15, n1, n14, r, k, i
b, b, a, n5, n1, n13, j, e, j
a, d, a, n11, n14, n16, m, u, h
b, b, d, n15, n6, n1, p, m, e
b, b, b, n8, n10, n12, r, l, i
b, b, a, n10, n2, n16, r, l, i
b, c, c, n9, n11, n8, r, l, i
a, d, a, n13, n6, n12, l, j, r
a, d, c, n9, n3, n8, l, j, q
b, a, c, n10, n5, n7, q, h, q
a, a, a, n10, n9, n1, l, q, h
b, b, b, n7, n7, n12, r, l, i
b, a, a, n5, n14, n16, e, l, l
a, c, b, n6, n12, n7, m, t, h
b, c, b, n8, n9, n12, l, q, h
b, a, a, n8, n3, n14, u, k, o
a, d, a, n11, n9, n5, j, e, j
d, d, a, n11, n11, n12, q, r, e
b, b, a, n7, n7, n7, j, e, j
a, d, a, n5, n5, n2, l, j, q
b, d, b, n11, n10, n16, l, j, q
c, d, b, n2, n2, n10, l, j, q
c, d, d, n4, n4, n3, u, l, q
a, a, a, n15, n14, n9, k, q, h
d, b, c, n14, n12, n5, l, q, i
a, c, c, n10, n10, n6, l, j, q
d, b, c, n9, n12, n8, l, q, m
a, d, a, n6, n12, n5, l, j, q
b, b, a, n16, n4, n15, q, m, e
a, c, c, n14, n16, n4, g, m, j
d, b, c, n14, n3, n4, l, q, h
b, a, c, n4, n15, n3, q, h, r
d, c, d, n8, n12, n3, g, s, u
a, a, a, n6, n1, n15, l, q, h
a, a, a, n11, n8, n12, e, u, i
b, b, b, n8, n2, n10, r, l, j
c, b, a, n9, n5, n14, q, m, e
d, a, a, n12, n7, n8, l, q, h
b, b, a, n14, n9, n7, j, e, j
a, c, d, n6, n16, n1, g, h, m
c, a, b, n4, n1, n2, l, j, q
d, b, c, n2, n8, n8, l, q, h
a, a, a, n7, n9, n9, l, q, h
a, d, a, n8, n5, n2, j, e, j
a, b, a, n7, n11, n1, e, u, i
c, a, b, n6, n13, n1, l, j, q
b, c, a, n13, n2, n15, l, q, m
d, d, a, n14, n3, n8, l, q, h
a, d, c, n10, n10, n14, l, j, q
d, d, a, n11, n9, n15, q, r, e
a, d, d, n11, n5, n14, l, f, o
b, c, b, n2, n5, n15, l, j, q
b, b, a, n15, n8, n9, l, f, p
a, d, c, n15, n9, n5, l, j, p
b, c, a, n8, n5, n13, l, q, m
a, a, a, n16, n5, n15, e, u, i
c, a, c, n3, n16, n12, q, h, r
c, a, b, n14, n1, n10, l, j, q
a, d, c, n14, n3, n12, l, j, q
a, c, c, n14, n4, n1, q, h, r
d, d, a, n10, n5, n2, q, r, e
a, c, c, n1, n11, n4, g, m, j
b, c, a, n11, n9, n1, l, q, o
a, c, c, n16, n8, n15, l, f, q
b, b, b, n16, n12, n1, r, l, j
a, a, a, n8, n1, n1, e, u, i
a, c, d, n16, n9, n10, l, f, p
c, b, c, n1, n13, n3, m, j, q
c, a, c, n3, n15, n6, j, e, j
a, d, a, n14, n14, n3, l, q, h
b, a, a, n10, n5, n7, e, l, l
b, c, b, n12, n9, n14, l, q, h
d, c, d, n13, n11, n11, f, i, m
b, b, a, n15, n13, n10, j, e, j
c, b, c, n12, n3, n11, j, e, j
a, a, a, n8, n14, n10, e, u, i
a, a, a, n6, n8, n11, l, j, q
a, c, c, n14, n12, n2, g, m, j
b, c, a, n8, n4, n4, l, q, o
d, b, c, n3, n9, n11, g, s, u
d, b, c, n15, n12, n8, r, l, i
d, c, c, n12, n14, n13, e, u, i
a, d, d, n6, n4, n5, e, l, l
c, a, c, n10, n5, n10, l, j, q
b, a, b, n8, n16, n9, r, l, i
b, a, b, n4, n2, n11, r, k, i
a, d, a, n15, n9, n6, j, e, j
d, b, c, n13, n13, n13, e, u, i
a, d, a, n12, n5, n14, j, f, j
a, d, c, n10, n6, n2, l, j, q
d, d, a, n2, n15, n10, g, g, o
b, a, b, n14, n13, n11, k, m, m
c, d, c, n10, n3, n4, t, l, q
d, d, a, n15, n1, n14, m, s, h
a, d, a, n5, n8, n6, j, f, j
b, a, b, n5, n13, n1, l, j, q
c, a, b, n1, n11, n8, l, j, q
d, b, c, n6, n5, n11, g, s, u
d, b, c, n7, n15, n2, l, q, h
a, d, a, n14, n12, n9, l, j, q
c, c, c, n13, n15, n16, j, e, j
b, a, a, n12, n5, n5, l, j, q
a, c, b, n5, n3, n5, l, j, q
a, b, a, n3, n11, n7, l, q, h
b, a, a, n10, n6, n10, u, k, o
d, b, c, n6, n7, n8, l, q, h
b, c, a, n8, n10, n1, l, q, m
c, b, c, n6, n5, n11, j, e, j
a, a, a, n2, n2, n4, e, u, i
b, b, b, n3, n12, n11, r, l, i
c, d, d, n11, n2, n10, u, l, q
a, a, c, n15, n14, n6, q, h, r
c, a, a, n14, n15, n16, l, j, q
c, b, c, n3, n12, n2, l, q, m
d, d, a, n15, n4, n10, m, t, h
b, b, b, n9, n8, n1, r, l, i
d, b, c, n12, n7, n10, l, q, h
b, a, c, n8, n7, n6, r, h, r
b, b, b, n13, n16, n5, j, e, j
a, d, a, n3, n10, n13, e, l, m
b, a, a, n7, n13, n10, e, m, k
c, d, d, n8, n7, n7, u, l, q
a, b, a, n13, n4, n14, e, u, i
d, a, c, n3, n4, n2, l, q, m
d, d, a, n4, n2, n16, m, t, h
a, c, d, n10, n4, n8, l, g, p
a, a, a, n9, n10, n1, e, u, i
b, b, b, n3, n3, n10, m, f, p
c, b, c, n9, n7, n2, j, e, j
d, c, a, n12, n5, n1, l, j, q
c, a, b, n1, n12, n12, l, j, q
d, b, c, n14, n13, n1, g, s, u
a, d, a, n13, n4, n11, u, l, l
b, d, d, n3, n12, n7, u, l, q
d, b, c, n11, n7, n7, l, q, m
a, a, a, n12, n6, n5, m, q, h
c, b, d, n3, n7, n13, l, j, q
c, b, c, n7, n6, n14, j, e, i
a, d, d, n15, n4, n12, l, q, h
b, b, a, n4, n16, n14, j, e, j
d, c, c, n4, n10, n4, l, p, m
d, d, a, n2, n8, n13, l, j, q
b, b, b, n11, n16, n3, r, l, i
b, b, b, n1, n8, n6, r, l, i
d, b, c, n5, n14, n4, g, s, u
b, b, a, n8, n6, n13, q, m, e
d, d, a, n11, n11, n7, g, g, o
b, a, a, n6, n11, n5, u, k, o
a, a, a, n4, n14, n10, e, u, j
a, a, a, n3, n16, n6, e, l, k
d, d, a, n6, n9, n1, g, g, o
c, b, c, n12, n15, n7, j, e, j
a, a, a, n7, n10, n12, e, e, i
b, b, c, n13, n12, n5, r, l, i
c, d, d, n14, n1, n10, u, l, q
d, d, a, n14, n2, n1, e, u, i
c, d, d, n6, n2, n16, u, l, q
b, b, b, n16, n11, n13, r, l, i
d, c, c, n15, n12, n8, f, h, m
d, b, c, n11, n11, n9, l, q, m
a, a, a, n6, n5, n6, l, q, h
d, b, c, n15, n5, n10, l, q, m
d, d, a, n15, n9, n16, g, h, o
b, b, c, n15, n11, n5, j, e, j
c, a, b, n14, n11, n2, l, j, q
d, d, b, n16, n10, n15, g, g, o
b, b, c, n13, n7, n10, j, e, j
a, d, a, n9, n6, n5, l, j, q
a, a, a, n10, n16, n16, j, e, j
a, d, c, n13, n12, n7, m, t, h
a, a, a, n5, n2, n8, e, u, i
a, d, a, n1, n8, n7, e, l, l
c, d, d, n12, n11, n14, u, l, q
a, a, a, n8, n4, n7, e, u, i
c, d, d, n14, n9, n12, u, l, q
b, c, b, n10, n8, n13, l, j, q
a, c, c, n2, n2, n14, f, m, i
c, b, c, n8, n7, n7, l, j, q
c, b, c, n7, n1, n10, r, l, i
b, d, d, n16, n15, n15, m, j, q
c, b, c, n10, n12, n9, r, l, i
a, d, a, n1, n7, n4, j, e, k
b, a, c, n10, n7, n14, q, h, r
b, a, c, n12, n9, n14, q, h, q
b, c, d, n14, n2, n4, l, q, m
b, a, a, n1, n1, n8, e, l, l
c, b, c, n16, n6, n1, j, e, j
b, b, b, n1, n16, n5, r, k, i
a, d, c, n2, n15, n3, l, j, q
a, d, a, n4, n15, n5, j, e, j
a, c, d, n8, n3, n1, l, f, p
b, b, a, n6, n12, n2, l, f, p
b, b, c, n15, n7, n12, r, h, r
a, a, a, n8, n2, n16, u, t, i
a, d, c, n16, n3, n14, l, k, q
b, a, a, n5, n16, n9, e, l, l
a, d, a, n14, n16, n15, l, j, q
c, d, c, n12, n16, n6, e, l, q
b, a, c, n6, n10, n5, q, h, r
b, c, a, n14, n5, n15, l, q, m
a, d, c, n8, n12, n9, l, j, q
b, b, a, n14, n15, n3, l, f, p
c, a, b, n2, n14, n8, l, j, q
a, b, c, n14, n16, n15, l, q, h
b, b, b, n10, n4, n9, r, l, i
b, b, a, n1, n16, n5, k, f, q
b, b, b, n2, n12, n13, r, l, i
a, a, a, n9, n12, n11, e, u, h
b, a, b, n14, n9, n2, f, l, l
a, d, c, n14, n4, n11, l, j, q
b, c, a, n5, n14, n15, l, q, m
b, a, a, n8, n15, n1, e, l, l
a, c, d, n3, n4, n7, l, f, p
b, d, a, n16, n3, n10, l, q, m
a, a, d, n7, n4, n1, q, h, r
c, b, b, n3, n12, n5, u, k, o
b, a, c, n1, n4, n10, q, h, r
b, a, a, n16, n4, n3, u, k, p
a, c, d, n6, n1, n3, f, h, m
b, c, b, n9, n3, n7, l, q, h
d, a, c, n8, n6, n9, g, s, u
a, a, a, n9, n15, n4, l, q, h
b, c, b, n3, n11, n6, l, j, p
a, d, a, n11, n4, n13, l, q, h
a, a, d, n7, n13, n15, l, q, i
a, d, c, n8, n16, n8, l, j, p
b, c, b, n5, n3, n15, r, l, i
a, d, a, n5, n3, n15, l, r, h
a, c, c, n16, n12, n16, q, g, q
a, d, c, n14, n12, n6, l, j, q
b, b, a, n14, n9, n1, q, m, e
a, c, c, n10, n2, n11, q, h, r
b, b, a, n1, n3, n2, j, e, j
a, a, a, n8, n13, n13, l, q, h
d, b, c, n13, n15, n3, l, q, m
a, d, a, n9, n4, n2, j, e, k
b, a, a, n15, n9, n16, u, k, o
c, a, d, n8, n16, n13, l, j, q
c, c, c, n8, n2, n7, r, l, i
b, c, a, n7, n6, n3, l, q, m
a, d, a, n7, n9, n4, f, l, l
b, d, a, n7, n1, n5, l, q, m
b, a, c, n5, n5, n10, q, i, s
d, d, c, n4, n3, n10, l, j, q
c, a, a, n4, n3, n7, e, l, l
b, c, b, n1, n4, n12, e, e, i
d, b, c, n7, n15, n9, l, q, m
d, d, a, n14, n6, n6, m, t, h
b, b, a, n13, n15, n12, e, l, m
c, a, b, n7, n7, n11, l, j, q
a, d, a, n1, n8, n12, u, l, l
c, b, c, n15, n11, n2, r, k, i
b, c, b, n7, n7, n1, l, q, i
a, a, b, n14, n8, n14, f, u, i
b, a, a, n6, n8, n10, e, l, l
b, b, b, n3, n13, n12, r, l, h
b, a, a, n8, n8, n1, g, m, j
c, a, b, n7, n3, n8, l, j, q
a, a, a, n2, n14, n6, l, q, h
a, a, a, n6, n5, n7, e, l, l
b, a, c, n5, n10, n2, q, h, r
b, d, d, n6, n15, n3, u, l, p
a, c, c, n1, n1, n2, m, s, h
b, c, b, n4, n13, n16, l, q, h
b, b, b, n8, n1, n12, r, l, i
c, d, d, n12, n1, n5, u, l, q
d, b, c, n5, n14, n1, l, q, h
a, d, c, n8, n1, n12, l, i, q
d, d, a, n3, n3, n12, l, q, h
b, c, a, n2, n15, n16, l, q, m
c, a, b, n13, n14, n16, j, m, m
c, a, b, n11, n5, n14, l, k, q
c, a, c, n9, n8, n2, l, j, q
a, c, d, n3, n10, n14, f, h, m
d, d, a, n13, n15, n1, l, j, q
a, d, a, n4, n16, n5, j, e, j
a, d, a, n3, n13, n11, l, j, q
a, d, c, n4, n6, n7, l, j, q
a, d, a, n3, n15, n12, j, e, j
c, d, d, n11, n9, n10, u, l, q
a, d, a, n2, n12, n16, e, m, l
c, b, c, n6, n14, n5, r, m, i
b, a, c, n1, n2, n1, q, h, q
a, c, c, n1, n9, n8, q, h, r
d, c, c, n14, n7, n6, j, e, j
b, b, b, n16, n8, n6, r, l, i
b, a, a, n11, n3, n16, e, l, l
a, d, a, n16, n7, n13, e, l, l
d, d, a, n1, n16, n12, m, t, h
a, c, c, n5, n5, n6, q, g, r
d, b, c, n13, n7, n12, l, q, m
a, c, d, n2, n4, n8, f, h, m
a, a, a, n5, n12, n5, l, q, h
c, d, a, n12, n12, n16, u, l, q
a, a, a, n4, n6, n12, l, q, h
b, d, b, n14, n4, n9, l, j, q
a, d, a, n6, n7, n3, l, j, q
d, b, c, n13, n11, n9, f, s, u
a, a, a, n14, n4, n2, l, q, i
a, a, d, n13, n12, n3, e, e, i
b, c, a, n4, n4, n13, l, q, m
d, b, c, n5, n10, n12, l, q, m
d, c, c, n14, n9, n5, g, t, u
d, c, d, n2, n7, n15, l, f, p
d, d, d, n12, n9, n12, u, l, q
d, d, a, n16, n1, n10, l, q, h
c, d, c, n2, n14, n3, u, l, q
b, a, a, n5, n15, n7, e, m, l
d, d, a, n12, n3, n15, m, t, h
a, a, a, n2, n15, n7, l, q, h
b, a, c, n12, n12, n7, q, h, r
a, d, a, n4, n9, n9, j, e, j
a, d, a, n16, n2, n8, g, g, o
b, b, c, n7, n15, n1, l, j, q
b, b, a, n9, n1, n14, j, e, j
b, b, a, n5, n15, n14, j, e, i
a, a, b, n9, n1, n2, l, q, h
b, b, a, n4, n7, n8, i, e, j
a, c, d, n16, n15, n14, l, f, p
c, a, b, n4, n14, n12, l, j, q
b, a, a, n12, n10, n5, e, l, l
d, d, a, n11, n15, n8, q, r, e
a, d, a, n3, n10, n11, m, q, h
a, c, d, n5, n5, n4, l, f, o
d, d, a, n12, n16, n3, g, h, o
d, b, c, n3, n9, n10, l, q, m
b, a, c, n7, n4, n2, q, h, r
b, b, a, n5, n7, n3, q, l, e
c, d, d, n12, n14, n14, u, l, q
a, c, c, n7, n1, n12, g, s, u
b, c, a, n7, n3, n10, l, q, m
a, c, c, n7, n7, n12, q, h, r
a, c, c, n14, n1, n2, f, o, j
a, d, c, n11, n16, n3, l, k, q
b, b, d, n10, n16, n1, m, f, p
a, a, a, n12, n11, n14, e, u, i
c, d, a, n13, n13, n12, u, l, q
d, d, a, n3, n5, n16, g, g, o
a, d, c, n4, n10, n11, l, j, q
d, b, c, n7, n11, n15, l, r, o
c, b, a, n2, n10, n13, j, e, j
b, b, a, n10, n7, n12, l, r, m
c, d, a, n8, n15, n8, u, l, q
a, d, a, n6, n8, n7, j, e, k
a, d, a, n5, n13, n13, l, j, q
a, a, b, n16, n11, n15, e, u, i
c, a, b, n6, n5, n7, l, j, q
a, c, c, n12, n9, n9, g, m, j
d, b, c, n8, n3, n11, l, q, h
a, c, a, n13, n5, n15, l, f, p
a, d, c, n4, n5, n13, l, j, q
b, d, c, n13, n7, n11, l, j, q
a, c, c, n5, n5, n16, g, m, j
a, d, a, n2, n7, n10, e, l, l
d, d, c, n2, n11, n1, l, j, q
d, d, a, n16, n15, n16, q, r, e
a, b, c, n15, n9, n15, g, s, u
a, a, a, n2, n7, n5, m, q, h
b, b, a, n16, n13, n7, l, e, p
b, c, a, n12, n9, n6, l, f, p
b, c, b, n8, n2, n16, l, j, q
a, a, b, n13, n10, n6, e, u, i
a, d, a, n2, n3, n16, e, l, k
a, a, c, n13, n15, n3, r, h, r
b, c, a, n5, n14, n6, l, q, m
d, b, c, n7, n3, n5, g, s, u
d, b, c, n13, n10, n15, l, r, m
b, a, c, n8, n6, n16, r, i, r
c, b, b, n15, n7, n12, l, j, q
d, d, a, n15, n6, n12, l, q, h
d, d, a, n16, n12, n14, l, j, q
b, b, a, n5, n15, n15, j, e, j
c, b, c, n3, n16, n6, r, k, i
d, a, c, n8, n10, n12, k, q, m
d, b, c, n15, n7, n10, g, s, u
d, b, c, n7, n5, n9, l, q, m
b, c, b, n6, n3, n10, l, q, h
b, b, a, n12, n14, n15, q, m, e
a, a, a, n3, n1, n14, e, u, i
a, d, a, n15, n16, n11, l, j, q
b, a, c, n15, n8, n15, q, h, q
a, d, a, n1, n15, n7, q, r, e
a, a, a, n5, n15, n16, e, u, i
a, c, d, n9, n6, n10, f, h, m
a, d, a, n6, n16, n8, e, l, l
a, c, c, n7, n9, n16, m, t, h
a, a, a, n16, n16, n9, l, q, h
d, b, c, n1, n1, n1, l, q, m
a, d, a, n2, n16, n15, l, i, q
a, d, c, n4, n4, n8, l, j, q
b, a, d, n12, n3, n14, e, l, l
d, d, a, n16, n1, n8, g, g, o
a, b, c, n5, n4, n9, l, q, m
b, b, a, n15, n16, n9, l, f, o
a, a, a, n15, n14, n12, l, q, h
a, d, a, n10, n7, n7, g, g, o
d, d, a, n7, n7, n13, m, t, h
d, d, a, n1, n4, n14, g, h, o
b, c, b, n15, n13, n16, l, q, h
a, d, a, n12, n13, n7, e, m, l
b, a, c, n9, n7, n8, q, h, q
d, d, a, n14, n16, n9, m, t, i
a, d, a, n4, n1, n15, l, j, q
d, d, a, n13, n11, n5, g, g, o
b, a, a, n13, n8, n7, g, m, j
b, a, c, n10, n15, n3, q, h, r
b, b, b, n2, n4, n7, l, q, h
d, d, a, n5, n1, n4, e, l, l
a, c, c, n12, n14, n4, p, h, r
b, b, a, n15, n3, n10, k, f, p
d, d, a, n3, n15, n16, m, t, h
a, d, a, n10, n5, n3, j, e, j
a, a, a, n14, n2, n16, e, u, i
a, a, d, n15, n6, n1, l, q, i
d, d, a, n9, n5, n8, l, j, q
a, c, d, n11, n7, n3, f, h, m
a, d, a, n7, n3, n11, e, l, l
b, c, a, n14, n2, n10, l, q, m
a, d, a, n16, n7, n5, g, g, o
b, b, a, n15, n14, n6, j, e, j
b, b, b, n16, n7, n10, r, l, i
c, b, c, n13, n11, n2, f, s, u
d, b, c, n15, n13, n16, j, e, j
a, d, c, n1, n16, n7, l, j, q
a, d, a, n6, n3, n6, l, j, r
b, c, d, n7, n13, n9, f, h, m
a, a, a, n14, n1, n3, e, u, i
d, d, a, n6, n16, n6, g, g, o
d, b, c, n15, n7, n15, l, q, m
c, d, d, n3, n13, n4, e, l, q
a, d, d, n5, n8, n8, l, j, q
c, d, d, n7, n8, n14, u, l, q
d, d, a, n10, n9, n16, g, g, o
c, b, c, n3, n12, n8, g, s, u
b, c, a, n11, n11, n7, l, q, m
c, b, c, n11, n7, n6, r, l, i
b, b, b, n5, n14, n12, r, l, i
b, b, a, n16, n11, n7, j, e, i
c, b, c, n1, n12, n1, j, e, i
c, b, c, n13, n11, n8, l, j, q
a, d, a, n3, n14, n15, l, j, q
c, b, c, n3, n11, n8, j, e, j
d, d, a, n9, n10, n11, l, j, q
a, a, b, n6, n14, n3, e, t, i
d, b, c, n10, n16, n8, l, q, o
b, a, c, n13, n11, n6, q, g, r
b, c, b, n16, n8, n10, l, j, q
b, b, d, n8, n13, n2, l, f, p
b, b, b, n9, n13, n13, r, l, i
d, c, b, n10, n12, n2, m, s, h
d, b, c, n7, n4, n15, u, l, q
a, d, a, n8, n1, n15, e, l, l
b, a, c, n11, n2, n3, q, h, s
b, c, a, n1, n7, n6, l, q, l
b, a, c, n5, n3, n10, q, h, r
a, a, a, n5, n3, n14, u, u, i
b, c, a, n13, n3, n13, l, q, m
a, d, a, n2, n11, n6, l, j, r
a, a, c, n15, n2, n16, q, h, r
d, b, c, n7, n4, n15, l, q, h
b, b, a, n1, n4, n8, k, f, p
a, a, a, n10, n7, n7, e, u, i
b, b, a, n9, n10, n12, j, e, j
a, a, a, n3, n10, n10, e, u, i
c, a, b, n15, n7, n13, l, j, q
a, a, a, n3, n6, n10, e, u, i
c, a, c, n7, n3, n3, l, j, p
a, d, a, n14, n15, n3, l, j, q
b, a, a, n2, n5, n7, e, l, k
b, a, c, n14, n1, n15, q, h, r
a, d, c, n1, n2, n12, l, j, q
a, a, a, n5, n6, n4, e, u, i
b, c, c, n15, n10, n2, l, j, q
d, d, a, n2, n3, n1, m, t, i
a, b, a, n9, n16, n8, q, m, e
b, c, b, n15, n1, n10, l, q, h
b, d, a, n4, n14, n15, l, q, h
b, b, b, n10, n15, n8, r, l, i
b, b, b, n1, n3, n7, r, k, i
c, b, d, n3, n9, n11, r, l, h
b, b, a, n3, n2, n8, l, f, p
b, c, b, n1, n13, n10, r, l, i
b, c, a, n8, n13, n14, m, q, m
d, d, a, n16, n1, n6, m, t, h
b, b, a, n8, n16, n14, l, f, p
a, d, a, n1, n6, n3, j, e, j
a, d, b, n4, n5, n15, l, j, q
a, d, a, n9, n3, n10, l, j, q
b, b, c, n3, n1, n3, q, h, r
b, a, c, n9, n8, n1, q, h, q
a, d, a, n6, n15, n14, l, j, q
a, d, a, n15, n16, n5, u, l, l
a, b, a, n15, n11, n9, l, q, h
c, a, b, n4, n11, n16, j, m, m
d, b, b, n15, n9, n12, l, q, o
b, a, a, n3, n11, n16, e, l, l
a, d, a, n5, n8, n2, e, m, l
b, b, a, n11, n4, n10, j, e, j
b, b, a, n13, n4, n7, j, e, j
a, d, a, n4, n2, n8, e, l, l
d, c, c, n14, n14, n15, l, q, m
b, b, a, n9, n2, n4, u, k, o
b, b, a, n8, n6, n7, q, m, e
b, a, a, n10, n15, n6, u, j, o
b, b, a, n5, n14, n11, l, f, p
c, b, c, n5, n1, n2, r, l, h
c, b, d, n7, n15, n7, r, l, i
d, d, a, n8, n1, n1, l, q, h
d, d, d, n3, n1, n4, g, h, o
a, a, a, n11, n14, n15, k, j, q
a, d, a, n5, n9, n4, j, e, j
c, a, b, n12, n11, n13, k, m, m
a, c, a, n14, n2, n15, e, l, l
a, a, a, n13, n2, n9, l, q, h
b, c, b, n2, n15, n13, s, l, i
b, b, a, n5, n13, n11, l, q, m
a, d, c, n9, n4, n16, m, t, h
a, d, a, n12, n1, n1, l, q, h
b, c, a, n8, n5, n5, l, q, m
d, d, a, n8, n4, n16, g, g, o
a, a, a, n4, n16, n9, e, u, i
b, d, c, n10, n6, n2, q, h, r
c, d, a, n16, n2, n6, q, s, e
a, d, c, n8, n14, n5, l, j, q
d, b, c, n14, n12, n15, l, q, m
c, b, c, n8, n16, n6, l, j, q
a, d, b, n15, n2, n2, l, q, h
d, d, a, n14, n12, n6, l, j, q
a, d, a, n7, n8, n2, l, j, q
b, c, b, n5, n10, n15, l, k, q
b, a, b, n14, n11, n5, r, l, i
b, a, a, n8, n14, n2, j, e, j
c, b, c, n12, n8, n13, r, l, i
a, a, a, n4, n14, n11, e, u, i
b, c, a, n14, n3, n10, l, p, m
a, c, d, n13, n14, n4, f, h, o
b, a, c, n1, n4, n10, r, h, r
a, c, c, n15, n4, n15, g, m, j
a, a, a, n7, n2, n16, l, q, h
b, c, b, n4, n11, n16, r, l, i
a, c, c, n10, n13, n6, q, h, r
d, d, a, n10, n3, n5, l, q, i
a, b, b, n13, n8, n8, r, l, i
c, d, d, n11, n5, n5, u, l, q
a, a, a, n11, n3, n7, l, q, h
d, d, a, n15, n13, n6, g, g, m
a, d, c, n12, n10, n7, l, j, q
a, d, a, n8, n8, n14, e, k, l
a, c, c, n2, n10, n6, g, m, j
a, d, c, n13, n3, n11, l, j, q
c, b, c, n9, n13, n6, l, j, r
d, b, d, n11, n15, n7, m, q, m
a, a, c, n14, n4, n12, q, h, r
a, a, c, n16, n14, n16, q, h, q
d, a, a, n2, n10, n16, q, q, e
b, b, c, n4, n13, n2, r, l, i
a, d, c, n2, n14, n15, q, h, r
c, b, c, n12, n11, n15, j, e, j
c, a, c, n3, n12, n3, l, j, q
c, d, d, n12, n15, n12, u, l, q
d, b, c, n7, n15, n7, l, q, h
b, b, a, n10, n13, n7, j, e, j
d, c, d, n3, n15, n16, l, j, q
a, d, a, n11, n10, n3, l, j, q
b, a, c, n2, n14, n10, q, h, q
d, d, d, n2, n10, n6, q, r, e
b, a, b, n9, n15, n7, g, m, j
b, b, a, n1, n16, n9, r, l, i
a, d, a, n11, n16, n9, l, j, q
c, b, b, n12, n9, n3, r, l, i
a, a, a, n14, n14, n1, e, u, i
d, b, c, n4, n10, n3, l, q, m
a, a, a, n2, n8, n16, l, q, h
a, c, c, n11, n3, n2, q, h, r
b, d, a, n5, n10, n6, u, k, o
d, b, c, n12, n2, n9, l, q, i
a, d, a, n6, n12, n15, e, l, l
a, a, a, n13, n3, n9, l, p, h
a, d, a, n3, n5, n10, k, j, q
a, d, a, n6, n6, n6, l, q, h
a, d, a, n12, n1, n5, l, j, q
c, d, d, n13, n12, n9, u, l, q
a, a, a, n13, n9, n4, l, q, h
b, a, b, n14, n16, n3, k, o, l
b, b, a, n13, n7, n7, q, m, e
a, d, d, n6, n6, n15, g, h, m
d, d, b, n3, n10, n6, l, q, h
a, d, a, n10, n15, n16, j, e, j
d, d, a, n15, n8, n11, g, g, o
b, c, a, n11, n10, n13, p, m, e
b, b, a, n13, n11, n3, j, u, j
a, a, a, n11, n5, n1, e, u, i
d, b, c, n10, n1, n10, g, s, u
c, b, c, n10, n10, n3, r, l, i
b, a, a, n7, n5, n5, g, m, j
d, a, c, n12, n4, n2, l, q, m
a, c, d, n5, n12, n2, m, s, h
b, c, c, n3, n2, n15, l, q, h
b, a, b, n4, n7, n10, q, h, r
c, d, a, n6, n11, n1, q, r, e
b, b, a, n4, n8, n10, f, l, l
b, a, a, n4, n16, n14, u, k, o
c, b, c, n9, n9, n3, k, u, j
c, a, b, n2, n8, n14, m, j, p
a, d, a, n5, n2, n15, l, q, h
b, c, a, n14, n14, n14, l, q, m
a, c, c, n13, n1, n3, m, t, h
a, d, a, n9, n15, n5, e, u, i
d, d, a, n11, n10, n5, g, h, o
b, a, a, n6, n8, n2, q, m, e
b, a, a, n10, n7, n12, u, k, o
a, d, a, n10, n11, n7, l, j, q
d, d, a, n9, n14, n14, q, r, e
c, d, d, n16, n7, n1, u, l, q
b, c, b, n9, n13, n11, r, l, i
b, a, b, n12, n3, n3, p, i, q
b, b, b, n7, n12, n6, r, l, i
d, b, c, n1, n6, n14, l, q, h
a, a, a, n7, n7, n1, l, q, i
d, b, c, n15, n10, n6, l, p, m
b, c, a, n13, n3, n3, l, q, m
d, b, c, n13, n15, n2, l, q, h
c, d, a, n15, n9, n10, l, j, q
a, a, a, n5, n15, n11, e, u, i
d, c, c, n12, n10, n10, q, h, r
d, b, c, n10, n13, n6, l, q, m
d, b, c, n14, n13, n4, g, s, u
c, b, b, n10, n6, n10, l, k, q
