% continuousInputs: false
% addNoisyOutputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$TwoPartitionLimitedOutputsGenerator
% maxOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -6 '
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class2 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class3 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class4 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class5 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@ATTRIBUTE class6 {e, f, g, h, i, j, k, l, m, o, p, q, r, s, t, u}
@DATA
b, c, a, r, l, p, e, s, j
c, c, a, k, o, h, r, o, o
a, a, b, i, e, l, g, j, r
c, b, c, l, u, l, p, q, h
a, a, b, l, i, r, f, j, r
d, a, a, i, e, l, m, m, g
c, b, a, m, t, q, e, l, i
a, c, b, u, o, j, s, q, u
d, a, d, l, u, l, g, j, g
c, d, c, q, t, q, g, l, s
c, d, c, q, t, q, g, l, s
d, c, d, m, t, q, s, t, h
a, a, b, f, g, m, p, p, h
c, c, a, k, p, h, p, q, h
a, c, b, e, o, i, f, t, s
d, d, a, i, e, l, m, m, h
b, c, a, s, l, p, s, s, h
b, c, b, i, e, l, u, s, j
c, b, b, t, e, u, f, t, t
c, b, a, i, e, l, t, t, h
d, a, d, i, h, t, g, j, f
a, b, c, r, l, p, g, j, f
c, d, c, q, t, r, g, l, s
c, a, d, l, e, l, i, f, g
d, c, d, h, q, k, s, t, h
c, a, d, f, g, m, g, k, f
a, c, b, e, o, i, s, q, u
c, b, c, k, u, m, o, r, h
d, d, a, e, t, l, e, l, i
a, c, b, e, o, i, f, t, s
d, b, c, p, o, u, r, o, o
a, b, c, r, l, p, h, h, j
c, c, a, k, p, h, p, q, h
c, b, d, k, u, l, i, f, g
b, a, a, m, t, q, e, m, i
b, c, a, r, l, p, e, s, j
c, b, b, i, e, l, s, s, h
c, c, a, k, p, h, p, q, h
a, c, b, e, o, i, s, q, u
c, d, c, u, e, u, g, l, s
c, b, d, m, i, s, i, f, g
c, a, a, m, s, q, e, l, i
b, a, c, m, i, r, r, q, u
c, c, a, k, p, h, p, q, h
d, d, a, e, t, l, e, l, i
d, d, a, e, t, l, e, l, i
a, c, b, e, o, i, s, q, u
b, a, c, m, i, r, s, q, e
b, d, a, r, l, p, e, s, j
c, b, a, i, e, l, r, t, h
c, b, c, j, i, q, g, j, r
c, b, c, l, u, k, g, j, r
b, d, a, i, u, l, e, s, j
d, d, a, k, p, h, e, l, i
c, d, c, t, e, u, h, l, s
d, b, c, p, o, u, r, s, k
b, c, a, i, e, l, e, s, j
c, b, d, l, u, l, i, f, g
c, c, a, i, e, l, s, t, i
d, d, a, k, p, h, e, l, i
d, c, d, m, t, q, s, s, h
a, b, c, r, l, p, h, h, j
b, a, c, m, i, r, s, q, e
c, b, c, l, u, l, h, j, r
c, a, a, m, t, q, e, l, i
c, d, c, q, t, q, g, l, s
c, b, d, k, u, l, p, k, i
c, b, d, m, i, r, p, k, i
d, d, d, i, g, t, g, j, f
a, c, b, e, m, h, s, q, t
a, b, d, r, l, o, g, i, e
d, d, d, e, t, l, e, l, i
d, d, a, e, t, l, s, t, h
c, b, c, j, j, p, p, q, h
c, b, a, i, e, l, s, t, h
a, c, b, e, m, i, r, q, u
d, b, c, m, i, q, s, t, h
d, b, c, p, o, u, r, o, o
d, a, a, i, e, l, m, m, f
b, c, a, e, o, j, e, s, j
c, b, b, t, e, u, f, u, u
b, a, a, j, q, j, e, k, l
c, a, a, m, t, q, h, h, j
b, c, b, i, e, l, s, s, g
d, d, a, e, t, l, e, l, i
a, c, b, e, m, i, r, q, u
b, b, a, j, e, m, s, u, h
c, c, a, k, p, h, p, q, h
c, b, d, l, u, l, i, f, g
c, c, a, h, e, l, f, s, j
a, b, c, r, l, p, g, j, e
d, a, d, l, u, k, g, j, f
d, b, c, p, o, u, r, s, k
c, b, a, i, e, l, s, t, h
c, d, c, q, t, p, g, l, s
c, b, b, t, e, u, f, u, s
a, c, b, u, o, i, s, q, u
c, d, c, t, e, u, g, l, s
d, b, c, m, i, r, s, t, h
c, b, c, j, j, q, p, q, h
c, a, a, i, e, l, s, t, g
a, c, b, e, o, i, s, q, u
a, c, c, r, l, p, e, s, j
d, d, c, q, t, q, g, l, s
b, d, c, m, i, r, p, k, i
c, b, c, l, u, l, g, j, r
b, c, d, i, e, l, u, i, t
a, a, d, j, q, j, g, j, r
d, a, d, i, i, t, g, j, f
c, b, a, i, e, l, s, t, h
b, c, a, i, e, l, e, s, j
a, b, c, r, l, p, h, h, j
d, d, c, p, t, p, g, l, s
a, c, b, e, o, i, f, t, t
d, c, d, m, t, r, s, t, i
c, a, a, m, t, q, e, s, j
a, b, b, f, g, m, g, j, r
c, a, a, m, s, q, e, l, i
c, a, b, m, t, q, f, s, j
a, b, c, r, l, p, g, k, f
a, d, d, i, h, s, g, j, f
c, b, d, m, i, r, i, f, g
d, a, c, i, h, t, g, j, f
c, c, a, e, o, i, e, s, j
d, d, a, e, t, l, e, l, i
a, c, b, u, o, i, s, q, u
d, a, a, i, e, l, m, l, g
d, d, a, e, t, l, e, l, i
a, b, c, r, l, p, e, s, j
d, b, c, m, i, r, r, o, o
c, b, d, l, u, l, i, f, g
d, c, c, p, o, t, r, o, o
b, d, a, k, p, h, p, q, h
d, c, d, h, r, j, s, s, h
c, b, c, p, o, t, p, q, h
b, a, c, m, i, r, s, q, u
b, c, a, i, e, l, e, s, j
a, b, c, s, k, p, e, s, j
b, d, c, t, e, u, g, l, s
c, d, c, q, t, q, g, l, s
b, c, a, r, m, p, s, s, h
d, d, a, e, t, l, e, l, i
c, b, b, l, u, l, f, t, t
c, b, c, p, o, u, q, q, h
a, b, c, r, l, p, g, j, f
d, c, d, m, t, q, s, t, h
c, b, a, i, e, l, s, t, h
b, a, c, j, q, i, s, q, u
c, b, d, l, t, k, i, f, g
c, d, c, q, t, q, g, l, s
d, c, d, h, r, k, h, h, j
d, a, d, f, g, m, g, j, f
c, d, d, t, e, u, g, l, s
a, b, b, e, o, i, s, q, e
b, c, a, r, l, p, f, s, j
c, b, a, i, f, l, s, t, h
d, c, c, p, o, u, r, o, o
d, b, c, p, o, u, s, s, l
d, b, c, p, o, u, r, s, k
c, b, d, m, u, l, i, f, g
b, c, a, e, o, i, e, s, j
c, b, a, i, e, l, s, t, g
d, d, a, e, t, l, e, l, i
c, b, c, j, i, q, p, q, h
c, b, c, l, u, l, g, j, r
b, d, c, t, e, u, g, l, s
a, c, b, e, o, i, s, q, u
c, d, c, t, e, u, h, l, s
a, a, a, r, l, p, g, j, r
c, b, d, l, u, l, i, f, g
c, b, d, m, i, r, h, f, g
c, c, b, t, e, u, f, t, t
d, b, c, m, i, r, r, o, o
c, b, a, h, f, l, s, t, h
d, c, d, h, r, j, s, s, h
c, a, a, i, e, l, m, m, g
c, b, c, p, o, t, g, k, r
d, d, a, e, t, l, e, l, h
d, a, a, j, e, l, m, m, g
c, d, c, t, e, u, g, l, r
d, b, d, l, u, l, h, f, g
a, c, b, e, o, i, f, t, t
b, c, a, r, l, p, u, i, t
c, d, d, q, t, q, g, l, s
d, a, d, j, g, t, g, j, f
b, c, a, r, l, p, s, s, g
d, c, d, m, s, q, g, h, j
c, a, a, m, t, q, e, l, i
c, d, d, p, t, q, f, l, s
d, c, a, e, t, l, f, l, i
d, a, a, i, u, l, m, m, g
d, d, a, e, t, l, e, l, j
c, b, c, k, u, l, g, j, q
a, c, b, e, o, j, s, q, u
b, a, c, o, g, t, p, k, i
c, c, c, l, u, l, g, j, r
b, a, a, m, t, q, f, s, j
b, c, a, f, o, j, s, s, h
c, b, c, p, o, u, g, j, r
d, c, d, m, t, q, s, t, h
a, a, b, m, i, r, g, j, r
d, a, b, t, e, u, f, t, t
d, c, d, m, t, q, s, t, h
c, b, b, i, e, l, s, t, h
c, b, d, l, u, l, i, f, g
a, a, b, f, g, m, g, j, r
d, d, d, e, u, l, e, l, j
c, c, a, k, p, h, r, o, o
c, b, c, l, u, l, f, j, r
d, c, d, m, t, q, h, h, j
c, d, c, q, t, q, g, k, s
d, b, a, i, e, l, s, s, h
a, b, c, r, l, p, g, j, f
c, b, c, m, i, s, r, o, o
d, a, a, h, e, l, m, m, g
d, b, c, p, o, u, s, u, h
a, a, c, r, l, p, h, h, j
c, a, d, l, u, l, g, j, f
d, a, c, l, u, l, g, j, f
c, a, a, m, t, q, e, l, i
c, b, a, i, e, l, s, t, h
d, b, c, p, o, u, r, s, k
d, a, d, i, h, u, g, j, f
b, a, a, j, q, j, g, j, r
b, c, d, r, l, p, e, s, i
d, a, d, l, u, l, g, j, f
a, b, c, r, l, p, h, h, j
c, c, a, k, p, h, p, q, h
c, a, a, m, t, p, e, s, j
a, b, c, q, l, p, g, j, f
c, d, c, t, e, u, h, l, s
c, a, c, i, q, j, s, q, u
b, d, a, e, o, i, e, s, j
a, a, b, m, i, r, s, q, u
c, a, a, m, t, q, e, l, i
a, a, b, m, i, r, p, q, h
c, a, a, m, t, q, u, l, i
b, c, a, e, o, i, e, s, j
c, b, a, t, e, u, f, t, t
b, b, b, t, e, u, f, t, t
d, a, d, i, h, t, g, j, f
c, a, c, t, e, u, g, l, s
c, b, c, l, u, l, g, j, r
c, d, c, q, t, q, g, l, s
d, a, a, j, q, j, g, j, r
a, b, c, q, l, p, f, s, j
b, a, b, m, i, r, s, q, u
c, c, b, k, p, h, o, r, g
a, a, a, r, l, p, e, k, l
a, a, b, f, g, m, r, f, j
a, a, b, f, g, m, p, q, h
b, a, c, m, i, r, s, q, u
d, d, a, e, t, l, e, l, i
d, a, a, i, e, l, m, m, g
c, b, d, l, u, l, i, f, f
c, a, c, j, i, q, g, j, r
b, c, a, e, o, i, u, i, t
c, a, a, m, t, q, e, l, i
b, c, b, e, o, i, f, t, s
b, c, a, i, e, l, e, s, j
c, a, c, t, e, u, g, m, s
d, c, d, h, r, k, s, t, h
c, d, c, t, e, u, g, l, s
a, c, b, e, o, i, f, t, s
d, d, a, k, p, h, e, l, i
c, b, d, m, i, r, i, f, g
c, b, d, m, i, r, i, f, h
d, d, a, k, p, h, e, l, i
c, d, a, m, t, q, e, l, i
b, c, a, r, l, p, e, s, j
d, a, a, i, e, l, l, m, g
d, c, a, h, r, k, h, h, j
b, a, c, j, i, q, p, q, h
d, a, d, l, u, l, h, j, f
c, d, c, q, t, q, g, l, s
c, b, c, p, o, u, g, j, r
d, b, d, l, u, l, j, f, f
c, b, c, l, u, k, l, m, g
d, a, a, i, e, l, m, m, h
d, a, a, i, e, l, m, m, g
b, c, a, r, l, p, e, s, j
a, a, b, f, g, m, p, p, h
a, c, b, e, m, i, f, t, t
b, c, b, e, o, i, f, t, t
d, a, d, l, u, l, g, j, f
a, a, b, i, e, l, p, q, h
b, a, d, j, q, j, p, k, i
a, c, a, e, o, i, s, q, u
a, a, a, r, l, p, e, k, m
d, b, c, l, i, r, r, o, o
b, d, a, i, e, m, s, s, h
a, a, b, i, e, l, g, k, r
a, a, c, f, h, m, r, f, j
c, b, c, l, u, l, p, q, h
c, a, c, q, t, q, g, l, s
d, a, c, f, g, m, f, j, f
a, b, c, r, l, p, g, j, f
c, c, a, r, l, p, s, s, h
d, b, c, p, o, u, s, s, h
b, a, c, m, j, r, s, p, u
d, a, d, l, t, l, g, j, f
d, b, c, m, i, r, r, o, o
c, b, c, p, o, u, m, m, g
a, d, b, e, o, i, s, q, u
d, c, d, h, r, k, s, t, h
b, a, c, m, i, r, s, q, u
c, b, a, i, e, l, s, t, h
d, c, a, e, t, l, f, l, i
b, a, c, m, i, r, s, q, u
c, b, b, t, e, u, f, t, u
c, b, a, i, u, l, s, t, h
b, c, a, i, e, l, u, h, t
c, b, b, t, e, u, f, t, t
c, b, c, p, o, u, p, q, h
c, b, d, m, i, r, i, f, g
d, a, a, i, e, l, m, m, g
b, c, a, i, u, l, f, s, j
a, a, a, j, r, j, e, k, m
c, b, d, m, i, r, i, f, g
c, d, c, q, t, q, g, l, s
d, a, a, i, u, l, o, m, g
b, b, d, i, e, l, s, t, h
d, b, c, p, o, u, s, t, h
d, b, d, p, m, u, r, s, k
b, a, c, m, h, r, s, q, u
c, d, c, q, t, q, g, l, s
b, a, c, m, i, r, s, q, u
c, d, c, q, t, q, g, l, s
c, b, d, m, i, r, i, f, g
d, b, c, p, o, u, r, s, k
b, c, b, e, o, i, f, t, t
d, b, c, q, m, u, r, o, o
d, a, a, h, e, l, m, m, g
c, a, d, m, i, r, i, f, g
a, b, c, r, l, q, h, h, j
a, b, c, r, l, o, e, s, j
d, a, c, p, t, q, g, l, s
d, b, c, m, i, r, s, o, o
c, b, a, i, e, l, s, t, h
c, c, b, q, t, q, g, l, r
d, a, a, i, e, l, m, m, g
c, c, a, k, p, h, p, q, g
c, d, a, e, u, l, u, l, i
a, a, b, j, q, j, g, j, q
a, b, c, r, l, q, h, h, j
b, c, a, i, e, l, e, s, j
c, b, d, l, u, l, i, f, g
a, a, b, m, j, r, r, f, j
c, c, d, m, u, q, s, t, h
a, b, b, f, g, m, r, f, j
c, b, a, i, e, l, t, t, h
c, c, a, i, u, l, s, s, h
c, c, a, k, p, h, p, q, h
b, c, d, i, e, l, u, i, t
c, d, a, k, q, h, p, q, h
b, a, c, m, i, r, p, k, i
d, a, d, i, h, t, g, j, f
b, a, c, m, g, u, p, k, i
c, c, c, t, e, u, g, l, s
b, a, c, m, i, r, r, q, u
b, c, a, i, e, l, e, s, j
a, b, c, r, l, p, g, j, f
d, b, c, m, i, r, s, t, h
c, d, c, q, t, q, g, l, s
c, b, a, i, e, l, s, t, h
b, c, a, r, l, p, s, s, h
d, d, a, k, p, h, e, l, i
d, c, a, l, p, h, p, q, h
b, c, a, r, l, p, e, s, j
d, b, d, i, h, t, g, j, f
c, b, a, i, e, l, r, t, h
c, b, c, j, i, q, o, q, h
c, b, d, k, t, l, i, f, g
c, c, b, k, p, h, r, o, o
a, a, a, j, q, j, e, k, m
c, b, c, m, i, r, r, o, o
b, c, a, i, e, l, s, s, h
d, a, a, i, e, l, m, m, g
d, d, a, e, t, m, e, l, i
c, b, d, l, u, l, i, f, g
c, d, c, q, t, q, g, l, s
c, d, c, q, t, q, h, l, s
c, c, a, h, e, l, s, t, h
b, c, a, r, l, p, s, s, h
a, a, b, f, g, m, r, f, j
b, a, c, j, q, j, p, k, i
b, b, a, i, e, l, e, s, i
c, d, c, q, t, q, g, l, s
a, a, a, r, l, p, g, j, r
c, b, b, t, e, u, f, t, s
c, b, b, i, e, l, g, t, t
c, b, d, m, u, l, i, f, g
a, b, c, r, l, p, g, j, f
c, b, d, l, u, l, i, e, g
d, d, c, s, e, u, g, l, s
c, b, d, m, i, r, i, f, g
a, a, b, i, e, l, g, j, r
a, a, a, h, e, l, p, q, i
d, a, d, f, g, m, g, j, e
c, d, c, q, t, q, g, l, s
b, a, c, j, q, j, p, k, i
b, a, a, r, l, p, h, j, r
a, c, b, e, o, i, s, q, u
c, c, a, k, q, h, r, o, o
d, b, c, m, i, q, r, o, o
b, c, a, i, u, l, e, s, j
c, b, a, i, e, l, s, t, h
b, c, a, e, o, j, e, s, j
c, a, a, m, t, q, e, l, i
d, b, d, l, u, l, i, f, g
a, c, b, e, m, i, f, t, t
d, a, d, f, g, m, g, j, f
d, d, a, k, p, h, e, l, i
c, b, c, j, i, q, g, j, r
a, a, c, m, i, r, p, q, h
a, d, b, e, o, i, f, s, t
a, b, c, r, l, p, h, j, g
c, c, b, r, l, p, e, s, j
c, b, a, l, u, l, i, f, g
c, b, b, s, e, u, f, t, t
c, b, c, p, o, u, p, q, h
b, a, c, l, h, r, p, k, i
c, c, a, i, u, l, s, t, h
c, b, b, t, e, u, f, t, t
d, a, a, h, u, l, m, o, g
b, c, a, i, e, l, e, s, j
a, b, a, j, q, i, e, k, m
d, b, d, m, t, q, r, t, h
c, b, c, p, p, u, o, l, g
c, c, c, t, e, u, g, l, t
c, b, d, m, i, r, i, f, g
c, c, a, k, p, h, p, q, h
d, c, d, m, t, q, h, h, j
c, a, a, m, t, q, e, l, i
b, b, a, r, l, p, s, s, h
d, b, a, i, e, l, r, t, h
c, d, d, q, t, q, h, l, s
c, d, a, m, t, q, e, s, j
d, d, a, e, t, l, e, l, i
a, a, b, g, g, m, p, p, h
c, d, c, q, t, q, g, l, s
a, a, b, m, i, r, g, j, r
d, d, a, e, t, l, u, l, h
b, a, a, k, q, j, g, j, r
b, b, b, t, e, u, f, t, t
a, b, c, r, k, p, e, s, i
b, a, c, m, i, r, s, q, u
d, a, d, i, h, t, g, j, f
c, d, c, t, e, u, g, l, s
c, b, c, l, u, l, i, f, g
c, b, b, i, e, l, f, t, t
c, a, c, l, u, l, m, m, g
c, b, c, l, u, l, g, j, r
a, c, c, r, l, p, h, h, j
c, d, c, q, t, q, g, l, s
d, d, b, e, o, i, f, t, t
d, d, a, e, t, l, e, k, i
b, c, a, r, k, p, e, s, j
c, b, d, l, u, l, i, f, g
d, d, a, k, p, h, e, l, i
d, b, c, m, i, s, p, k, i
b, c, d, i, e, l, e, s, j
a, b, c, q, l, p, e, t, j
b, c, b, u, o, i, e, s, j
c, b, d, l, u, l, h, f, g
a, c, c, e, o, i, f, t, t
c, b, b, i, f, l, s, t, g
a, a, b, m, i, r, r, f, j
c, c, a, k, p, h, p, q, h
d, d, a, e, t, l, e, l, i
d, b, c, o, i, r, s, o, m
c, b, c, q, o, u, s, o, o
c, b, a, j, e, l, s, t, h
b, c, a, r, m, p, u, s, j
d, a, d, f, h, m, g, j, f
a, a, b, f, g, m, r, f, j
c, b, a, i, e, l, s, t, h
d, c, d, m, s, q, s, t, h
a, c, b, e, o, i, s, q, u
c, b, b, t, f, e, f, t, t
c, b, a, i, e, l, s, t, g
a, c, b, e, o, i, f, t, s
c, a, a, m, u, q, e, s, j
d, b, d, m, t, q, s, t, i
d, c, a, e, t, l, e, l, i
b, c, a, q, l, p, e, s, j
c, b, c, p, o, u, p, q, h
a, c, b, e, o, i, s, q, u
d, d, a, f, u, l, s, t, h
a, c, d, h, r, k, s, t, h
c, b, b, j, e, l, f, t, t
d, a, c, p, o, u, r, o, o
c, c, a, k, p, h, r, m, o
c, c, a, k, p, h, p, q, h
d, a, a, i, h, t, g, j, f
c, d, c, q, t, q, g, l, s
c, b, c, j, i, r, h, j, r
d, b, c, p, o, u, r, o, o
c, a, a, m, t, q, e, l, j
a, b, d, p, o, u, r, o, m
d, b, d, p, o, u, r, o, o
c, a, a, m, t, q, f, l, i
b, c, a, r, l, p, e, i, s
d, d, a, e, t, l, e, l, i
d, d, a, f, t, m, e, l, i
d, c, d, h, r, l, s, t, h
c, b, d, l, u, k, h, f, g
d, b, c, o, i, s, r, o, o
d, b, c, p, o, e, r, o, o
a, c, b, e, o, i, s, q, u
d, a, b, f, g, m, g, j, r
a, a, a, j, q, j, e, k, m
b, a, c, o, g, t, s, q, u
a, b, c, r, l, p, e, s, j
b, a, c, o, g, t, t, q, u
d, c, d, h, q, k, s, t, h
c, b, a, i, e, l, s, t, h
a, a, c, j, p, j, s, q, u
a, a, b, f, g, m, r, e, j
a, a, a, i, f, l, l, o, g
c, a, a, m, t, q, e, m, i
b, b, a, i, f, l, s, t, h
a, a, b, l, i, r, g, i, r
a, c, a, m, t, q, s, s, h
a, b, c, r, l, p, e, s, k
d, d, a, e, t, k, e, l, i
c, a, a, m, t, q, e, s, k
c, b, c, j, i, q, m, m, g
c, a, a, m, t, q, e, l, h
c, d, c, s, e, u, g, l, s
c, b, a, i, e, l, s, t, h
a, b, b, s, l, o, g, j, f
d, b, c, p, o, u, r, o, o
b, c, a, i, e, l, e, s, i
a, c, b, e, p, i, s, q, u
d, d, a, e, t, l, u, l, i
c, d, c, q, t, p, f, l, s
b, c, a, i, u, l, s, t, h
d, c, d, h, r, k, i, h, i
c, b, d, l, u, l, i, f, h
d, c, d, m, t, q, h, h, k
c, c, a, k, p, g, r, m, o
a, b, c, r, l, p, h, h, j
c, b, a, i, f, l, s, t, h
a, b, c, r, l, p, g, j, f
c, d, c, q, t, q, g, l, s
c, b, b, t, e, u, f, t, t
d, a, a, i, e, l, m, m, g
b, c, a, r, l, p, s, s, h
a, c, b, e, o, i, s, q, u
d, b, d, o, o, u, r, o, o
c, b, b, i, u, l, f, t, t
c, c, a, k, p, h, p, q, i
d, c, d, m, t, q, s, t, h
c, c, c, q, t, q, g, l, s
a, b, c, r, l, p, h, h, j
c, d, a, m, t, q, e, l, i
d, b, c, h, r, k, t, t, h
d, c, d, m, t, q, s, t, h
a, a, b, e, g, m, r, f, j
c, c, a, k, p, i, r, o, o
c, b, b, s, e, u, f, t, t
a, a, a, j, q, j, g, j, r
c, a, a, i, f, l, t, t, i
b, a, c, m, i, r, s, q, u
a, a, b, i, e, l, r, f, j
a, a, a, r, l, p, g, j, r
d, d, b, i, e, l, r, f, j
b, a, a, r, l, p, g, j, r
d, d, a, f, t, l, s, t, g
d, b, c, o, o, u, q, o, o
d, d, a, e, t, l, e, l, i
c, c, a, k, p, h, p, q, h
c, b, a, i, e, l, s, t, h
b, d, c, q, t, q, g, l, s
d, d, b, e, t, l, e, l, i
a, a, a, i, q, j, e, k, m
b, c, a, e, o, i, s, s, h
b, a, c, m, i, r, s, q, u
b, c, a, r, l, p, e, s, j
a, a, d, j, q, j, g, j, r
c, d, c, q, t, q, g, l, s
c, d, c, q, t, q, g, l, s
d, d, a, e, t, k, e, l, i
d, d, b, k, p, i, e, l, i
c, c, b, k, p, h, p, q, h
b, d, c, m, g, t, s, q, u
d, a, a, i, u, l, o, m, g
d, c, a, k, o, h, e, l, i
c, b, d, m, i, r, i, f, g
c, b, b, h, e, l, e, t, t
b, a, c, m, j, r, p, k, i
a, a, b, m, i, r, p, r, h
b, a, c, m, i, r, p, k, j
d, a, a, i, e, l, m, m, g
c, d, a, r, l, p, s, s, h
c, d, c, q, t, q, g, k, s
c, c, a, k, q, h, q, p, h
a, a, b, f, g, m, p, q, h
b, c, a, r, l, p, e, r, j
a, c, b, e, o, i, f, t, t
d, d, d, h, h, t, g, j, f
c, a, a, l, t, q, u, s, j
c, d, a, m, t, q, e, l, i
a, a, b, i, e, l, r, f, j
b, c, a, k, p, h, p, p, h
a, a, c, o, i, r, s, q, e
c, b, c, m, i, r, i, f, h
c, b, c, j, i, q, g, j, r
c, b, a, t, e, u, f, t, t
d, b, d, m, t, q, s, t, h
c, b, c, j, i, q, o, m, g
c, a, c, t, e, u, g, l, s
a, a, a, j, q, j, g, j, r
a, b, c, r, l, p, g, j, f
c, d, c, q, t, q, g, l, s
d, d, a, e, t, l, f, l, i
b, c, a, h, e, l, f, s, j
c, c, d, h, r, k, s, t, h
d, b, d, m, i, r, i, f, g
d, c, a, k, p, h, p, q, h
c, d, c, q, t, q, g, l, s
d, b, a, l, u, l, g, j, e
c, d, c, t, e, u, g, k, s
b, a, c, o, g, t, s, q, u
a, c, a, i, e, l, e, s, j
c, d, c, q, t, q, g, l, s
d, a, d, l, u, l, g, j, f
c, c, a, k, p, h, r, o, o
d, b, c, p, o, u, s, t, h
c, c, a, k, p, h, p, q, h
d, a, a, i, e, l, m, m, g
a, a, a, j, q, j, e, k, l
c, b, b, u, f, u, e, u, t
a, b, d, r, l, p, e, s, j
a, a, a, j, q, j, g, j, r
c, b, b, t, e, u, f, t, t
d, c, d, h, r, k, h, h, j
a, a, a, j, q, k, g, j, s
c, b, d, l, u, l, i, f, g
b, b, c, j, i, q, g, j, q
c, d, c, q, t, q, g, l, r
c, b, b, i, e, l, m, m, g
a, c, b, e, o, i, s, q, u
d, d, a, e, t, l, s, t, h
b, a, d, m, u, l, i, f, g
d, b, d, h, r, k, h, h, j
c, a, a, m, t, q, e, l, i
c, d, c, q, t, q, g, k, s
d, d, b, e, u, l, e, l, i
b, a, c, j, q, k, p, k, i
d, c, a, i, e, l, s, t, h
b, c, a, k, p, h, p, q, h
c, c, a, e, o, i, u, i, t
c, b, c, j, i, q, m, m, g
d, a, d, i, h, t, g, i, f
a, b, c, r, l, p, e, s, j
c, d, c, q, t, q, f, l, s
d, b, c, p, o, u, r, o, o
a, a, a, j, q, j, g, j, r
a, b, a, r, l, p, g, j, r
d, d, a, e, u, l, e, l, i
b, a, c, o, g, t, p, k, i
a, b, c, r, l, p, g, j, f
c, d, a, e, t, l, e, l, h
d, c, a, j, p, h, r, o, o
d, b, c, m, i, r, s, t, h
d, c, d, m, t, q, s, u, h
b, b, a, i, e, l, s, s, h
c, d, c, q, t, q, g, l, s
d, b, b, t, e, u, f, t, s
c, d, c, t, f, u, g, l, s
a, a, d, f, g, m, g, j, f
d, b, c, m, i, r, r, o, o
d, d, a, e, u, k, s, t, h
a, a, b, m, i, r, p, q, h
c, a, a, m, t, q, e, l, i
d, a, a, i, u, l, m, m, g
c, b, d, l, u, l, i, f, g
c, d, c, q, t, q, g, l, s
b, a, c, m, i, r, s, q, u
c, c, d, h, r, k, s, t, i
b, c, a, i, e, l, e, s, j
a, a, b, g, g, m, g, j, r
c, a, c, q, t, q, g, k, s
b, c, a, i, e, l, u, s, j
c, b, d, i, e, l, s, t, i
d, c, d, m, t, q, s, t, h
d, a, d, j, h, t, g, j, f
d, a, a, k, p, h, e, m, i
c, b, c, p, o, u, g, j, r
d, b, c, p, o, u, s, t, h
b, d, c, m, i, r, r, q, u
d, c, a, k, p, g, r, o, o
c, a, c, r, t, r, g, l, s
c, b, d, l, u, m, h, f, g
c, a, d, q, t, q, g, l, s
d, a, a, i, e, l, m, m, h
c, c, a, j, p, h, s, p, o
d, b, c, r, l, p, g, j, f
c, b, d, m, i, r, i, f, g
a, b, c, r, l, p, e, s, j
c, d, c, q, t, q, g, l, s
d, b, c, p, o, u, r, o, o
d, a, d, m, e, l, g, j, f
d, c, c, h, r, l, s, t, h
c, b, c, l, u, l, f, j, r
b, c, a, r, l, p, e, s, j
b, a, b, m, i, r, p, k, i
c, d, c, q, s, q, g, l, t
c, d, c, q, t, r, g, l, s
d, a, d, l, u, l, h, j, f
a, a, b, m, i, r, g, j, r
d, b, c, p, o, u, s, t, h
b, c, a, i, e, l, u, i, t
c, b, b, t, e, u, f, t, t
d, a, a, i, f, k, m, m, g
c, a, b, l, u, l, f, t, t
d, d, a, e, t, l, e, l, i
b, c, a, i, e, l, u, i, t
c, c, a, r, l, p, s, s, h
d, a, a, i, e, l, m, m, g
b, a, b, m, i, r, p, k, i
c, a, a, m, u, r, h, h, j
c, b, b, l, u, l, f, t, t
a, b, a, r, l, p, g, j, r
b, c, a, e, o, i, s, s, h
a, c, b, e, o, h, f, t, t
a, b, c, r, l, p, g, j, g
c, c, a, k, p, g, p, q, h
b, c, a, s, l, p, s, s, h
d, a, d, i, h, t, g, k, f
a, a, b, f, g, m, h, j, r
c, b, c, l, u, l, m, l, g
c, a, b, o, t, q, e, s, j
c, a, a, m, t, q, e, l, i
d, b, c, p, o, u, s, t, h
c, b, a, i, e, l, s, s, h
a, a, b, i, e, l, r, g, j
d, a, a, i, e, l, m, m, g
d, c, c, h, r, k, h, h, k
d, c, d, m, t, q, s, s, h
a, c, b, e, o, i, f, t, t
c, d, c, q, t, q, g, l, s
c, b, a, i, e, k, s, s, h
a, a, b, f, g, o, r, f, j
b, c, a, i, u, l, e, s, j
